0.000000000000000000e+00,0.000000000000000000e+00
3.333333333333333287e-02,1.265778953810587026e+00
6.666666666666666574e-02,8.160203020459348977e-01
1.000000000000000056e-01,8.145058684932213744e-01
1.333333333333333315e-01,8.122691863639068810e-01
1.666666666666666574e-01,8.067073773368059753e-01
2.000000000000000111e-01,1.380649827556978959e-01
2.333333333333333370e-01,-8.162810380423092260e-01
2.666666666666666630e-01,-1.548311092351114304e+00
2.999999999999999889e-01,-2.274496163446045660e+00
3.333333333333333148e-01,-2.921650321204663836e+00
3.666666666666666408e-01,-2.796819247786908491e+00
4.000000000000000222e-01,-2.193019203341695977e+00
4.333333333333333481e-01,-1.411640624854432202e+00
4.666666666666666741e-01,-5.448911444218801359e-01
5.000000000000000000e-01,-2.335975202548190577e-02
5.333333333333333259e-01,4.419096092431917810e-01
5.666666666666666519e-01,1.294925124813038231e+00
5.999999999999999778e-01,2.361259857994864486e+00
6.333333333333333037e-01,2.502597703904077431e+00
6.666666666666666297e-01,1.680841871862512438e+00
6.999999999999999556e-01,7.472331532469260740e-01
7.333333333333332815e-01,7.853779947618311219e-01
7.666666666666666075e-01,1.605049993649505513e+00
8.000000000000000444e-01,1.454310869995721900e+00
8.333333333333333703e-01,4.751582433615781920e-01
8.666666666666666963e-01,5.363289723678572596e-01
9.000000000000000222e-01,1.442359834980126987e+00
9.333333333333333481e-01,1.361149270901685915e+00
9.666666666666666741e-01,4.002512683287995365e-01
1.000000000000000000e+00,-5.929758903764728029e-01
1.033333333333333215e+00,-1.355726442499556761e+00
1.066666666666666652e+00,-1.132579963363737674e+00
1.100000000000000089e+00,-3.229476821609837955e-01
1.133333333333333304e+00,-5.728624471771177618e-01
1.166666666666666741e+00,-1.384331262256528250e+00
1.199999999999999956e+00,-1.185031999582496054e+00
1.233333333333333393e+00,-3.264904900646189989e-01
1.266666666666666607e+00,-4.589528635783476918e-01
1.300000000000000044e+00,-1.292793638670985068e+00
1.333333333333333259e+00,-1.207792032248303782e+00
1.366666666666666696e+00,-3.345490702056190813e-01
1.399999999999999911e+00,6.486128393556457317e-01
1.433333333333333348e+00,5.813651455573407567e-01
1.466666666666666563e+00,-3.157701846628975240e-01
1.500000000000000000e+00,-1.421279868279697045e-01
1.533333333333333215e+00,8.580856938230175812e-01
1.566666666666666652e+00,7.921131137806649569e-01
1.600000000000000089e+00,-9.457766983027672547e-02
1.633333333333333304e+00,7.778892749015213492e-02
1.666666666666666741e+00,1.033894195415071104e+00
1.699999999999999956e+00,9.709605159769273408e-01
1.733333333333333393e+00,1.536277716070234001e-01
1.766666666666666607e+00,1.953581103538572228e-01
1.800000000000000044e+00,5.270323183389094002e-01
1.833333333333333259e+00,9.421755236737799910e-02
1.866666666666666696e+00,-7.023479790001032619e-01
1.899999999999999911e+00,-5.398449294514531260e-01
1.933333333333333348e+00,3.504576226544427464e-01
1.966666666666666563e+00,2.989325063456257925e-01
2.000000000000000000e+00,-4.730665842521695197e-01
2.033333333333333215e+00,-3.146704147169408494e-01
2.066666666666666430e+00,5.587976218258733363e-01
2.100000000000000089e+00,5.088375245538611091e-01
2.133333333333333304e+00,-2.635388345769043572e-01
2.166666666666666519e+00,-1.137025818186724546e+00
2.200000000000000178e+00,-1.028180911989354129e+00
2.233333333333333393e+00,-1.643341482130554199e-01
2.266666666666666607e+00,6.005905390493539997e-01
2.299999999999999822e+00,4.125647374498341846e-01
2.333333333333333481e+00,-4.825434045907092684e-01
2.366666666666666696e+00,-4.240446911343632719e-01
2.399999999999999911e+00,3.602853768780794330e-01
2.433333333333333126e+00,2.066533103237300217e-01
2.466666666666666785e+00,-6.699954194786608141e-01
2.500000000000000000e+00,-6.143643318211304827e-01
2.533333333333333215e+00,1.809134738882178794e-01
2.566666666666666430e+00,1.055223535370800159e+00
2.600000000000000089e+00,9.323056284868772581e-01
2.633333333333333304e+00,7.463482059657813861e-02
2.666666666666666519e+00,-5.422280824426171097e-01
2.700000000000000178e+00,-2.371579568938544380e-01
2.733333333333333393e+00,6.631109810804198812e-01
2.766666666666666607e+00,6.092029554429609917e-01
2.799999999999999822e+00,-1.817178854653933584e-01
2.833333333333333481e+00,-5.429540195056543617e-01
2.866666666666666696e+00,-5.556780272897354767e-02
2.899999999999999911e+00,2.051355729047404097e-01
2.933333333333333126e+00,-3.380250972758919170e-01
2.966666666666666785e+00,-1.796784601255156655e-01
3.000000000000000000e+00,4.727642110803336184e-01
3.033333333333333215e+00,2.032937369921524740e-01
3.066666666666666430e+00,-6.124005416413768055e-01
