0.000000000000000000e+00,1.022672779566744794e-01
3.333333333333333287e-02,1.046492345253734885e-01
6.666666666666666574e-02,1.072288742696645703e-01
1.000000000000000056e-01,1.089894010025167642e-01
1.333333333333333315e-01,1.099360297146351750e-01
1.666666666666666574e-01,1.093070084418687193e-01
2.000000000000000111e-01,9.720937687470732058e-02
2.333333333333333370e-01,8.225190359592091105e-02
2.666666666666666630e-01,7.206180808030004936e-02
2.999999999999999889e-01,4.844220092348048429e-02
3.333333333333333148e-01,1.539487217587261376e-02
3.666666666666666408e-01,-9.499063994327455740e-03
4.000000000000000222e-01,-1.675109539116220042e-02
4.333333333333333481e-01,-2.480452005977883123e-02
4.666666666666666741e-01,-3.806137343540012125e-02
5.000000000000000000e-01,-3.091604260949227731e-02
5.333333333333333259e-01,5.201573982397450415e-04
5.666666666666666519e-01,3.215311192503623322e-02
5.999999999999999778e-01,4.787420248425629937e-02
6.333333333333333037e-01,3.327602796521032108e-02
6.666666666666666297e-01,9.452854516931083126e-03
6.999999999999999556e-01,2.756765304280020881e-03
7.333333333333332815e-01,1.986487680934020603e-02
7.666666666666666075e-01,4.657821305901081732e-02
8.000000000000000444e-01,5.607262011385857198e-02
8.333333333333333703e-01,4.131684068737244420e-02
8.666666666666666963e-01,2.872163109394779840e-02
9.000000000000000222e-01,3.629740245912915775e-02
9.333333333333333481e-01,5.244325188420645434e-02
9.666666666666666741e-01,5.834762723661403999e-02
1.000000000000000000e+00,5.034869108946709443e-02
1.033333333333333215e+00,5.489679917457374742e-02
1.066666666666666652e+00,7.801023792003047852e-02
1.100000000000000089e+00,8.760354520691168712e-02
1.133333333333333304e+00,7.160085479058786451e-02
1.166666666666666741e+00,6.237368441354607107e-02
1.199999999999999956e+00,7.721662116956370947e-02
1.233333333333333393e+00,8.574842884111351371e-02
1.266666666666666607e+00,7.149429637944096361e-02
1.300000000000000044e+00,6.313939240380017637e-02
1.333333333333333259e+00,7.973739052459201393e-02
1.366666666666666696e+00,9.426853690293475474e-02
1.399999999999999911e+00,8.464731276464933230e-02
1.433333333333333348e+00,7.821531786011291787e-02
1.466666666666666563e+00,9.547479300567156268e-02
1.500000000000000000e+00,1.101018143161089369e-01
1.533333333333333215e+00,1.013683968809528796e-01
1.566666666666666652e+00,9.372493208696967837e-02
1.600000000000000089e+00,1.084369636887679150e-01
1.633333333333333304e+00,1.201133092365766486e-01
1.666666666666666741e+00,1.057440649598149346e-01
1.699999999999999956e+00,9.424677197819322783e-02
1.733333333333333393e+00,1.094150624499506397e-01
